"","state","Date_confirmation","confirmed","cumulative_confirmed","state_07d","pop2021","cumulative_confirmed_per_1M"
"368","Pennsylvania",2022-07-18,12,55,8.42857142857143,12964056,4.24249941530644
"369","Rhode Island",2022-07-13,1,3,3.28571428571429,1095610,2.73820063708801
"370","Rhode Island",2022-07-22,2,9,23.1428571428571,1095610,8.21460191126405
"371","Rhode Island",2022-07-14,1,4,3.14285714285714,1095610,3.65093418278402
"372","Rhode Island",2022-07-18,2,6,8.57142857142857,1095610,5.47640127417603
"373","Rhode Island",2022-07-08,1,2,5.42857142857143,1095610,1.82546709139201
"374","Rhode Island",2022-07-19,1,7,10.1428571428571,1095610,6.38913481987203
"375","Rhode Island",2022-06-09,1,1,1.14285714285714,1095610,0.912733545696005
"376","South Carolina",2022-07-19,1,6,10.2857142857143,5190705,1.15591234716671
"377","South Carolina",2022-07-21,1,7,37.8571428571429,5190705,1.34856440502783
"378","South Carolina",2022-07-14,2,4,3.28571428571429,5190705,0.770608231444476
"379","South Carolina",2022-07-18,1,5,9.71428571428571,5190705,0.963260289305595
"380","South Carolina",2022-07-08,2,2,2.71428571428571,5190705,0.385304115722238
"381","South Dakota",2022-07-13,1,1,3,895376,1.11684923428817
"382","Tennessee",2022-07-15,3,6,7.14285714285714,6975218,0.860188169029269
"383","Tennessee",2022-07-21,5,15,37.8571428571429,6975218,2.15047042257317
"384","Tennessee",2022-07-18,2,8,4.28571428571429,6975218,1.14691755870569
"385","Tennessee",2022-07-19,2,10,10.4285714285714,6975218,1.43364694838212
"386","Tennessee",2022-07-11,3,3,3.28571428571429,6975218,0.430094084514634
"387","Texas",2022-06-24,2,7,3.28571428571429,29527941,0.237063600201585
"388","Texas",2022-06-07,1,1,1,29527941,0.0338662286002265
"389","Texas",2022-06-29,1,8,4.42857142857143,29527941,0.270929828801812
"390","Texas",2022-06-21,1,3,2.57142857142857,29527941,0.101598685800679
"391","Texas",2022-07-08,3,26,4,29527941,0.880521943605888
"392","Texas",2022-06-22,1,4,3,29527941,0.135464914400906
"393","Texas",2022-07-15,18,61,7,29527941,2.06583994461382
"394","Texas",2022-07-05,8,20,10.5714285714286,29527941,0.67732457200453
"395","Texas",2022-07-13,3,42,4,29527941,1.42238160120951
"396","Texas",2022-07-01,2,12,5.57142857142857,29527941,0.406394743202718
"397","Texas",2022-06-16,1,2,2,29527941,0.067732457200453
"398","Texas",2022-07-14,1,43,3.57142857142857,29527941,1.45624782980974
"399","Texas",2022-06-23,1,5,3,29527941,0.169331143001132
"400","Texas",2022-06-30,2,10,5.42857142857143,29527941,0.338662286002265
"401","Texas",2022-07-22,46,107,NA,29527941,3.62368646022423
"402","Texas",2022-07-12,13,39,5.42857142857143,29527941,1.32078291540883
"403","Texas",2022-07-06,3,23,7.14285714285714,29527941,0.778923257805209
"404","Utah",2022-07-13,5,11,6.28571428571429,3337975,3.29541113998757
"405","Utah",2022-05-25,2,2,1.42857142857143,3337975,0.599165661815921
"406","Utah",2022-06-21,1,3,2.85714285714286,3337975,0.898748492723882
"407","Utah",2022-07-07,1,6,8.28571428571429,3337975,1.79749698544776
"408","Utah",2022-06-28,1,4,4.28571428571429,3337975,1.19833132363184
"409","Utah",2022-07-22,2,13,NA,3337975,3.89457680180349
"410","Utah",2022-06-29,1,5,3.42857142857143,3337975,1.4979141545398
"411","Vermont",NA,NA,NA,NA,645570,NA
"412","Virginia",2022-07-01,3,11,3,8642274,1.27281315079804
"413","Virginia",2022-07-15,12,41,7.14285714285714,8642274,4.74412174388361
"414","Virginia",2022-07-08,2,19,3.71428571428571,8642274,2.19849544228753
"415","Virginia",2022-07-06,2,15,7.14285714285714,8642274,1.73565429654278
"416","Virginia",2022-06-24,1,2,4.71428571428571,8642274,0.231420572872371
"417","Virginia",2022-07-12,3,26,7.28571428571429,8642274,3.00846744734083
"418","Virginia",2022-05-26,1,1,1.42857142857143,8642274,0.115710286436186
"419","Virginia",2022-07-05,2,13,3.14285714285714,8642274,1.50423372367041
"420","Virginia",2022-07-07,2,17,8.71428571428571,8642274,1.96707486941516
"421","Virginia",2022-06-27,1,3,4.85714285714286,8642274,0.347130859308557
"422","Virginia",2022-07-14,3,29,2.28571428571429,8642274,3.35559830664938
"423","Virginia",2022-06-30,5,8,6.71428571428571,8642274,0.925682291489485
"424","Virginia",2022-07-11,4,23,3.85714285714286,8642274,2.66133658803227
"425","Washington",2022-07-05,1,7,3.14285714285714,7738692,0.904545626056703
"426","Washington",2022-07-22,7,60,NA,7738692,7.75324822334317
"427","Washington",2022-07-20,9,53,3.14285714285714,7738692,6.84870259728647
"428","Washington",2022-07-08,4,14,5.28571428571429,7738692,1.80909125211341
"429","Washington",2022-06-16,1,2,2,7738692,0.258441607444772
"430","Washington",2022-05-26,1,1,1.28571428571429,7738692,0.129220803722386
"431","Washington",2022-07-18,2,43,5.71428571428571,7738692,5.55649456006261
"432","Washington",2022-06-28,2,6,5.28571428571429,7738692,0.775324822334317
"433","Washington",2022-07-11,5,19,6.14285714285714,7738692,2.45519527072534
"434","Washington",2022-07-13,7,26,6.71428571428571,7738692,3.35974089678204
"435","Washington",2022-07-19,1,44,15.2857142857143,7738692,5.68571536378499
"436","Washington",2022-07-14,2,28,14.4285714285714,7738692,3.61818250422681
"437","Washington",2022-06-21,1,3,3,7738692,0.387662411167158
"438","Washington",2022-07-07,3,10,3.57142857142857,7738692,1.29220803722386
"439","Washington",2022-07-15,13,41,7.14285714285714,7738692,5.29805295261783
"440","Washington",2022-06-22,1,4,3.14285714285714,7738692,0.516883214889545
"441","West Virginia",NA,NA,NA,NA,1782959,NA
"442","Wisconsin",2022-07-01,1,1,4.28571428571429,5895908,0.169609159437359
"443","Wisconsin",2022-07-14,5,6,16.5714285714286,5895908,1.01765495662415
"444","Wyoming",NA,NA,NA,NA,578803,NA
