"","Country","Date_confirmation","confirmed","suspected","cumulative_confirmed","cumulative_suspected","confirmed_suspected","cumulative_confirmed_suspected","pop2022","daily_confirmed_per_1M","daily_suspected_per_1M","daily_confirmed_suspected_per_1M","cumulative_confirmed_per_1M","cumulative_suspected_per_1M","cumulative_confirmed_suspected_per_1M","daily_confirmed_07d","daily_suspected_07d","daily_confirmed_suspected_07d"
"393","Italy",2022-06-01,2,1,21,1,3,22,60262770,0.03,0.02,0.05,0.35,0.02,0.37,14,0.142857142857143,14.1428571428571
"394","Italy",2022-07-12,37,0,292,1,37,293,60262770,0.61,0,0.61,4.85,0.02,4.86,9.42857142857143,0.142857142857143,9.57142857142857
"395","Italy",2022-06-15,10,0,48,1,10,49,60262770,0.17,0,0.17,0.8,0.02,0.81,7.57142857142857,0.142857142857143,7.71428571428571
"396","Italy",2022-06-10,1,0,32,1,1,33,60262770,0.02,0,0.02,0.53,0.02,0.55,13.2857142857143,0.142857142857143,13.4285714285714
"397","Italy",2022-05-29,1,0,13,0,1,13,60262770,0.02,0,0.02,0.22,0,0.22,18,0,18
"398","Italy",2022-06-14,1,0,38,1,1,39,60262770,0.02,0,0.02,0.63,0.02,0.65,13.2857142857143,0,13.2857142857143
"399","Italy",2022-07-05,41,0,233,1,41,234,60262770,0.68,0,0.68,3.87,0.02,3.88,12.5714285714286,0,12.5714285714286
"400","Italy",2022-07-19,35,0,374,1,35,375,60262770,0.58,0,0.58,6.21,0.02,6.22,12.5714285714286,0,12.5714285714286
"401","Italy",2022-05-25,4,0,9,0,4,9,60262770,0.07,0,0.07,0.15,0,0.15,13.2857142857143,0,13.2857142857143
"402","Italy",2022-06-11,5,0,37,1,5,38,60262770,0.08,0,0.08,0.61,0.02,0.63,13.2857142857143,0,13.2857142857143
"403","Italy",2022-06-07,1,0,29,1,1,30,60262770,0.02,0,0.02,0.48,0.02,0.5,7.57142857142857,0,7.57142857142857
"404","Italy",2022-05-31,6,0,19,0,6,19,60262770,0.1,0,0.1,0.32,0,0.32,2.71428571428571,0,2.71428571428571
"405","Jamaica",2022-07-24,1,0,2,0,1,2,2985094,0.33,0,0.33,0.67,0,0.67,2.28571428571429,0,2.28571428571429
"406","Jamaica",2022-07-06,1,0,1,0,1,1,2985094,0.33,0,0.33,0.33,0,0.33,1.71428571428571,0,1.71428571428571
"407","Japan",2022-07-25,1,0,1,0,1,1,125584838,0.01,0,0.01,0.01,0,0.01,1.71428571428571,0,1.71428571428571
"408","Japan",2022-07-28,1,0,2,0,1,2,125584838,0.01,0,0.01,0.02,0,0.02,1,0,1
"409","Latvia",2022-06-03,1,0,1,0,1,1,1848837,0.54,0,0.54,0.54,0,0.54,1.28571428571429,0,1.28571428571429
"410","Latvia",2022-06-09,1,0,2,0,1,2,1848837,0.54,0,0.54,1.08,0,1.08,1.28571428571429,0,1.28571428571429
"411","Latvia",2022-07-21,1,0,3,0,1,3,1848837,0.54,0,0.54,1.62,0,1.62,1.14285714285714,0.571428571428571,1.71428571428571
"412","Lebanon",2022-07-21,3,0,4,0,3,4,6684849,0.45,0,0.45,0.6,0,0.6,1.85714285714286,0.571428571428571,2.42857142857143
"413","Lebanon",2022-06-20,1,0,1,0,1,1,6684849,0.15,0,0.15,0.15,0,0.15,2,0.571428571428571,2.57142857142857
"414","Liberia",2022-06-07,0,4,0,4,4,4,5305117,0,0.75,0.75,0,0.75,0.75,2.14285714285714,0.571428571428571,2.71428571428571
"415","Luxembourg",2022-07-21,6,0,14,0,6,14,642371,9.34,0,9.34,21.79,0,21.79,2.42857142857143,0.571428571428571,3
"416","Luxembourg",2022-06-24,2,0,3,0,2,3,642371,3.11,0,3.11,4.67,0,4.67,2.14285714285714,0.571428571428571,2.71428571428571
"417","Luxembourg",2022-07-25,2,0,16,0,2,16,642371,3.11,0,3.11,24.91,0,24.91,2.28571428571429,0.571428571428571,2.85714285714286
"418","Luxembourg",2022-07-26,3,0,19,0,3,19,642371,4.67,0,4.67,29.58,0,29.58,2.71428571428571,0,2.71428571428571
"419","Luxembourg",2022-06-16,1,0,1,0,1,1,642371,1.56,0,1.56,1.56,0,1.56,2,0,2
"420","Luxembourg",2022-07-19,2,0,8,0,2,8,642371,3.11,0,3.11,12.45,0,12.45,2.42857142857143,0,2.42857142857143
"421","Luxembourg",2022-07-07,3,0,6,0,3,6,642371,4.67,0,4.67,9.34,0,9.34,2.28571428571429,0,2.28571428571429
"422","Malta",2022-05-28,1,0,1,0,1,1,444033,2.25,0,2.25,2.25,0,2.25,2.14285714285714,0,2.14285714285714
"423","Malta",2022-07-11,5,0,9,0,5,9,444033,11.26,0,11.26,20.27,0,20.27,3.14285714285714,0,3.14285714285714
"424","Malta",2022-06-15,1,0,2,0,1,2,444033,2.25,0,2.25,4.5,0,4.5,3,0,3
"425","Malta",2022-06-23,2,0,4,0,2,4,444033,4.5,0,4.5,9.01,0,9.01,3.71428571428571,0,3.71428571428571
"426","Malta",2022-07-21,8,0,17,0,8,17,444033,18.02,0,18.02,38.29,0,38.29,3.71428571428571,0,3.71428571428571
"427","Martinique",2022-07-15,1,0,1,0,1,1,374087,2.67,0,2.67,2.67,0,2.67,3.14285714285714,0,3.14285714285714
"428","Mexico",2022-07-20,8,0,48,0,8,48,131562772,0.06,0,0.06,0.36,0,0.36,3.14285714285714,0,3.14285714285714
"429","Mexico",2022-07-18,1,0,40,0,1,40,131562772,0.01,0,0.01,0.3,0,0.3,5.14285714285714,0,5.14285714285714
"430","Mexico",2022-06-11,1,0,2,0,1,2,131562772,0.01,0,0.01,0.02,0,0.02,5.71428571428571,0,5.71428571428571
"431","Mexico",2022-05-28,1,0,1,0,1,1,131562772,0.01,0,0.01,0.01,0,0.01,7.28571428571429,0,7.28571428571429
"432","Mexico",2022-07-04,16,0,27,0,16,27,131562772,0.12,0,0.12,0.21,0,0.21,6.85714285714286,0,6.85714285714286
"433","Mexico",2022-07-26,12,0,60,0,12,60,131562772,0.09,0,0.09,0.46,0,0.46,7,0,7
"434","Mexico",2022-07-14,12,0,39,0,12,39,131562772,0.09,0,0.09,0.3,0,0.3,7.14285714285714,0,7.14285714285714
"435","Mexico",2022-06-17,5,0,9,0,5,9,131562772,0.04,0,0.04,0.07,0,0.07,7.14285714285714,0,7.14285714285714
"436","Mexico",2022-06-16,2,0,4,0,2,4,131562772,0.02,0,0.02,0.03,0,0.03,20,0,20
"437","Mexico",2022-06-28,2,0,11,0,2,11,131562772,0.02,0,0.02,0.08,0,0.08,18.4285714285714,0,18.4285714285714
"438","Morocco",2022-06-02,1,0,1,0,1,1,37772756,0.03,0,0.03,0.03,0,0.03,23,0,23
"439","Netherlands",2022-07-26,106,0,818,0,106,818,17211447,6.16,0,6.16,47.53,0,47.53,22.8571428571429,0,22.8571428571429
"440","Netherlands",2022-05-20,1,0,1,0,1,1,17211447,0.06,0,0.06,0.06,0,0.06,29.1428571428571,0,29.1428571428571
"441","Netherlands",2022-06-24,44,0,211,0,44,211,17211447,2.56,0,2.56,12.26,0,12.26,37.4285714285714,0,37.4285714285714
"442","Netherlands",2022-05-23,4,0,6,0,4,6,17211447,0.23,0,0.23,0.35,0,0.35,39.2857142857143,0,39.2857142857143
"443","Netherlands",2022-06-27,46,0,257,0,46,257,17211447,2.67,0,2.67,14.93,0,14.93,27,0,27
"444","Netherlands",2022-07-28,60,0,878,0,60,878,17211447,3.49,0,3.49,51.01,0,51.01,28.8571428571429,0,28.8571428571429
"445","Netherlands",2022-06-07,14,0,54,0,14,54,17211447,0.81,0,0.81,3.14,0,3.14,29.7142857142857,0,29.7142857142857
"446","Netherlands",2022-06-14,20,0,80,0,20,80,17211447,1.16,0,1.16,4.65,0,4.65,39.4285714285714,0,39.4285714285714
"447","Netherlands",2022-05-30,14,0,26,0,14,26,17211447,0.81,0,0.81,1.51,0,1.51,48.1428571428571,0,48.1428571428571
"448","Netherlands",2022-07-07,50,0,402,0,50,402,17211447,2.91,0,2.91,23.36,0,23.36,41.7142857142857,0,41.7142857142857
"449","Netherlands",2022-06-22,72,0,167,0,72,167,17211447,4.18,0,4.18,9.7,0,9.7,40.5714285714286,0,40.5714285714286
"450","Netherlands",2022-07-18,107,0,656,0,107,656,17211447,6.22,0,6.22,38.11,0,38.11,52.1428571428571,0,52.1428571428571
"451","Netherlands",2022-06-16,15,0,95,0,15,95,17211447,0.87,0,0.87,5.52,0,5.52,63.7142857142857,0,63.7142857142857
"452","Netherlands",2022-06-09,6,0,60,0,6,60,17211447,0.35,0,0.35,3.49,0,3.49,56.7142857142857,0,56.7142857142857
"453","Netherlands",2022-07-11,101,0,503,0,101,503,17211447,5.87,0,5.87,29.22,0,29.22,47.2857142857143,0,47.2857142857143
"454","Netherlands",2022-07-04,95,0,352,0,95,352,17211447,5.52,0,5.52,20.45,0,20.45,38.5714285714286,0,38.5714285714286
"455","Netherlands",2022-05-21,1,0,2,0,1,2,17211447,0.06,0,0.06,0.12,0,0.12,44.4285714285714,0,44.4285714285714
"456","Netherlands",2022-05-25,6,0,12,0,6,12,17211447,0.35,0,0.35,0.7,0,0.7,45.5714285714286,0,45.5714285714286
"457","Netherlands",2022-07-14,46,0,549,0,46,549,17211447,2.67,0,2.67,31.9,0,31.9,31.2857142857143,0,31.2857142857143
"458","Netherlands",2022-07-21,56,0,712,0,56,712,17211447,3.25,0,3.25,41.37,0,41.37,17.8571428571429,0,17.8571428571429
"459","Netherlands",2022-06-02,14,0,40,0,14,40,17211447,0.81,0,0.81,2.32,0,2.32,19.8571428571429,0,19.8571428571429
"460","New Zealand",2022-07-12,1,0,2,0,1,2,4898203,0.2,0,0.2,0.41,0,0.41,19.7142857142857,0,19.7142857142857
"461","New Zealand",2022-07-09,1,0,1,0,1,1,4898203,0.2,0,0.2,0.2,0,0.2,13.4285714285714,0,13.4285714285714
"462","Nigeria",2022-07-17,15,0,115,155,15,270,216746934,0.07,0,0.07,0.53,0.72,1.25,6.28571428571429,0,6.28571428571429
"463","Nigeria",2022-06-12,5,0,35,37,5,72,216746934,0.02,0,0.02,0.16,0.17,0.33,4.42857142857143,0,4.42857142857143
"464","Nigeria",2022-01-31,2,0,2,0,2,2,216746934,0.01,0,0.01,0.01,0,0.01,4.71428571428571,0,4.71428571428571
"465","Nigeria",2022-05-29,6,0,20,0,6,20,216746934,0.03,0,0.03,0.09,0,0.09,5.42857142857143,0,5.42857142857143
"466","Nigeria",2022-02-28,1,0,3,0,1,3,216746934,0,0,0,0.01,0,0.01,4.71428571428571,0,4.71428571428571
"467","Nigeria",2022-06-25,3,0,43,102,3,145,216746934,0.01,0,0.01,0.2,0.47,0.67,4.14285714285714,0,4.14285714285714
"468","Nigeria",2022-03-31,6,0,9,0,6,9,216746934,0.03,0,0.03,0.04,0,0.04,4,0,4
"469","Nigeria",2022-06-05,10,0,30,8,10,38,216746934,0.05,0,0.05,0.14,0.04,0.18,5.28571428571429,0,5.28571428571429
"470","Nigeria",2022-01-31,1,0,133,224,1,357,216746934,0,0,0,0.61,1.03,1.65,5.14285714285714,2.57142857142857,7.71428571428571
"471","Nigeria",2022-06-29,1,0,59,155,1,214,216746934,0,0,0,0.27,0.72,0.99,7.14285714285714,2.57142857142857,9.71428571428571
"472","Nigeria",2022-07-24,15,0,130,173,15,303,216746934,0.07,0,0.07,0.6,0.8,1.4,6.28571428571429,5.28571428571429,11.5714285714286
"473","Nigeria",2022-07-19,0,18,115,173,18,288,216746934,0,0.08,0.08,0.53,0.8,1.33,4.85714285714286,9.85714285714286,14.7142857142857
"474","Nigeria",2022-07-10,17,0,100,155,17,255,216746934,0.08,0,0.08,0.46,0.72,1.18,4.71428571428571,11.2857142857143,16
"475","Nigeria",2022-06-07,0,19,30,27,19,57,216746934,0,0.09,0.09,0.14,0.12,0.26,4.57142857142857,16,20.5714285714286
"476","Nigeria",2022-06-20,0,32,40,102,32,142,216746934,0,0.15,0.15,0.18,0.47,0.66,3.14285714285714,16,19.1428571428571
"477","Nigeria",2022-06-10,0,10,30,37,10,67,216746934,0,0.05,0.05,0.14,0.17,0.31,3.42857142857143,20.7142857142857,24.1428571428571
"478","Nigeria",2022-06-13,0,33,35,70,33,105,216746934,0,0.15,0.15,0.16,0.32,0.48,1.71428571428571,20.7142857142857,22.4285714285714
"479","Nigeria",2022-06-19,5,0,40,70,5,110,216746934,0.02,0,0.02,0.18,0.32,0.51,1.71428571428571,19.1428571428571,20.8571428571429
"480","Nigeria",2022-07-28,2,51,132,224,53,356,216746934,0.01,0.24,0.24,0.61,1.03,1.64,3.85714285714286,14.5714285714286,18.4285714285714
"481","Nigeria",2022-04-30,5,0,14,0,5,14,216746934,0.02,0,0.02,0.06,0,0.06,7.28571428571429,13.1428571428571,20.4285714285714
"482","Nigeria",2022-06-01,0,8,20,8,8,28,216746934,0,0.04,0.04,0.09,0.04,0.13,7.28571428571429,16,23.2857142857143
"483","Nigeria",2022-06-26,15,0,58,102,15,160,216746934,0.07,0,0.07,0.27,0.47,0.74,7.14285714285714,16,23.1428571428571
"484","Nigeria",2022-07-03,24,0,83,155,24,238,216746934,0.11,0,0.11,0.38,0.72,1.1,7,8.71428571428571,15.7142857142857
"485","Nigeria",2022-06-27,0,53,58,155,53,213,216746934,0,0.24,0.24,0.27,0.72,0.98,6.57142857142857,8.71428571428571,15.2857142857143
"486","Norway",2022-07-19,4,0,44,0,4,44,5511370,0.73,0,0.73,7.98,0,7.98,6.85714285714286,7.57142857142857,14.4285714285714
"487","Norway",2022-06-01,1,0,2,0,1,2,5511370,0.18,0,0.18,0.36,0,0.36,5.14285714285714,7.57142857142857,12.7142857142857
"488","Norway",2022-07-18,2,0,40,0,2,40,5511370,0.36,0,0.36,7.26,0,7.26,2,7.57142857142857,9.57142857142857
"489","Norway",2022-07-20,2,0,46,0,2,46,5511370,0.36,0,0.36,8.35,0,8.35,2.28571428571429,0,2.28571428571429
"490","Norway",2022-07-26,3,0,49,0,3,49,5511370,0.54,0,0.54,8.89,0,8.89,2,0,2
"491","Norway",2022-07-13,2,0,33,0,2,33,5511370,0.36,0,0.36,5.99,0,5.99,2,0,2
"492","Norway",2022-06-24,2,0,4,0,2,4,5511370,0.36,0,0.36,0.73,0,0.73,2.28571428571429,0,2.28571428571429
"493","Norway",2022-07-12,2,0,31,0,2,31,5511370,0.36,0,0.36,5.62,0,5.62,2.28571428571429,0,2.28571428571429
"494","Norway",2022-05-31,1,0,1,0,1,1,5511370,0.18,0,0.18,0.18,0,0.18,2.14285714285714,0,2.14285714285714
"495","Norway",2022-07-11,4,0,29,0,4,29,5511370,0.73,0,0.73,5.26,0,5.26,2,0,2
"496","Norway",2022-07-27,2,0,51,0,2,51,5511370,0.36,0,0.36,9.25,0,9.25,2,0,2
"497","Norway",2022-06-29,2,0,17,0,2,17,5511370,0.36,0,0.36,3.08,0,3.08,2.42857142857143,0,2.42857142857143
"498","Norway",2022-07-16,1,0,38,0,1,38,5511370,0.18,0,0.18,6.89,0,6.89,2.71428571428571,0,2.71428571428571
"499","Norway",2022-07-15,2,0,37,0,2,37,5511370,0.36,0,0.36,6.71,0,6.71,2.42857142857143,0,2.42857142857143
"500","Norway",2022-07-05,5,0,22,0,5,22,5511370,0.91,0,0.91,3.99,0,3.99,3.71428571428571,0,3.71428571428571
"501","Norway",2022-07-07,3,0,25,0,3,25,5511370,0.54,0,0.54,4.54,0,4.54,3.42857142857143,0.142857142857143,3.57142857142857
"502","Norway",2022-07-14,2,0,35,0,2,35,5511370,0.36,0,0.36,6.35,0,6.35,3.42857142857143,0.142857142857143,3.57142857142857
"503","Norway",2022-06-28,11,0,15,0,11,15,5511370,2,0,2,2.72,0,2.72,4.42857142857143,0.285714285714286,4.71428571428571
"504","Pakistan",2022-05-29,0,1,0,1,1,1,229488994,0,0,0,0,0,0,5.71428571428571,0.285714285714286,6
"505","Panama",2022-07-05,1,0,1,0,1,1,4446964,0.22,0,0.22,0.22,0,0.22,6.71428571428571,0.285714285714286,7
"506","Peru",2022-07-15,9,1,64,1,10,65,33684208,0.27,0.03,0.3,1.9,0.03,1.93,8.85714285714286,0.285714285714286,9.14285714285714
"507","Peru",2022-07-21,14,0,126,1,14,127,33684208,0.42,0,0.42,3.74,0.03,3.77,7.71428571428571,0.285714285714286,8
"508","Peru",2022-07-13,10,0,46,0,10,46,33684208,0.3,0,0.3,1.37,0,1.37,17,0.142857142857143,17.1428571428571
"509","Peru",2022-07-22,17,0,143,1,17,144,33684208,0.5,0,0.5,4.25,0.03,4.28,19.4285714285714,0.142857142857143,19.5714285714286
"510","Peru",2022-07-18,3,0,95,1,3,96,33684208,0.09,0,0.09,2.82,0.03,2.85,19.4285714285714,0,19.4285714285714
"511","Peru",2022-07-25,65,0,208,1,65,209,33684208,1.93,0,1.93,6.18,0.03,6.2,17.8571428571429,0,17.8571428571429
"512","Peru",2022-07-12,18,0,36,0,18,36,33684208,0.53,0,0.53,1.07,0,1.07,16.5714285714286,0,16.5714285714286
"513","Peru",2022-07-14,9,0,55,0,9,55,33684208,0.27,0,0.27,1.63,0,1.63,15.8571428571429,0,15.8571428571429
"514","Peru",2022-07-07,3,0,18,0,3,18,33684208,0.09,0,0.09,0.53,0,0.53,17.4285714285714,0,17.4285714285714
"515","Peru",2022-06-26,1,0,1,0,1,1,33684208,0.03,0,0.03,0.03,0,0.03,10.5714285714286,0,10.5714285714286
"516","Peru",2022-07-04,12,0,15,0,12,15,33684208,0.36,0,0.36,0.45,0,0.45,8.28571428571429,0,8.28571428571429
"517","Peru",2022-07-16,14,0,78,1,14,79,33684208,0.42,0,0.42,2.32,0.03,2.35,9.28571428571429,0,9.28571428571429
"518","Peru",2022-07-20,17,0,112,1,17,113,33684208,0.5,0,0.5,3.33,0.03,3.35,10.8571428571429,0,10.8571428571429
"519","Peru",2022-06-28,2,0,3,0,2,3,33684208,0.06,0,0.06,0.09,0,0.09,14.5714285714286,0,14.5714285714286
"520","Peru",2022-07-26,16,0,224,1,16,225,33684208,0.48,0,0.48,6.65,0.03,6.68,14.2857142857143,0,14.2857142857143
"521","Peru",2022-07-17,14,0,92,1,14,93,33684208,0.42,0,0.42,2.73,0.03,2.76,13.1428571428571,0,13.1428571428571
"522","Peru",2022-07-27,27,0,251,1,27,252,33684208,0.8,0,0.8,7.45,0.03,7.48,12.4285714285714,0,12.4285714285714
"523","Poland",2022-07-13,10,0,22,0,10,22,37739785,0.26,0,0.26,0.58,0,0.58,14,0,14
"524","Poland",2022-07-18,6,0,28,0,6,28,37739785,0.16,0,0.16,0.74,0,0.74,11.8571428571429,0,11.8571428571429
"525","Poland",2022-07-21,12,0,40,0,12,40,37739785,0.32,0,0.32,1.06,0,1.06,11.4285714285714,0,11.4285714285714
"526","Poland",2022-07-26,13,0,53,0,13,53,37739785,0.34,0,0.34,1.4,0,1.4,10.7142857142857,0,10.7142857142857
"527","Poland",2022-06-10,1,0,1,0,1,1,37739785,0.03,0,0.03,0.03,0,0.03,12.1428571428571,0,12.1428571428571
"528","Poland",2022-06-15,11,0,12,0,11,12,37739785,0.29,0,0.29,0.32,0,0.32,11.5714285714286,0,11.5714285714286
"529","Portugal",2022-05-30,22,0,96,0,22,96,10140570,2.17,0,2.17,9.47,0,9.47,10.5714285714286,0,10.5714285714286
"530","Portugal",2022-06-24,20,0,348,0,20,348,10140570,1.97,0,1.97,34.32,0,34.32,10.2857142857143,0,10.2857142857143
"531","Portugal",2022-05-24,2,0,39,0,2,39,10140570,0.2,0,0.2,3.85,0,3.85,13.1428571428571,0,13.1428571428571
"532","Portugal",2022-06-03,5,0,143,0,5,143,10140570,0.49,0,0.49,14.1,0,14.1,16.5714285714286,0,16.5714285714286
"533","Portugal",2022-06-30,11,0,402,0,11,402,10140570,1.08,0,1.08,39.64,0,39.64,14.8571428571429,0,14.8571428571429
"534","Portugal",2022-06-20,21,0,297,0,21,297,10140570,2.07,0,2.07,29.29,0,29.29,14.5714285714286,0,14.5714285714286
"535","Portugal",2022-06-17,35,0,276,0,35,276,10140570,3.45,0,3.45,27.22,0,27.22,15.7142857142857,0,15.7142857142857
"536","Portugal",2022-06-06,10,0,153,0,10,153,10140570,0.99,0,0.99,15.09,0,15.09,16.4285714285714,0,16.4285714285714
"537","Portugal",2022-06-09,18,0,209,0,18,209,10140570,1.78,0,1.78,20.61,0,20.61,17.4285714285714,0,17.4285714285714
"538","Portugal",2022-06-15,10,0,241,0,10,241,10140570,0.99,0,0.99,23.77,0,23.77,15.7142857142857,0,15.7142857142857
"539","Portugal",2022-05-25,10,0,49,0,10,49,10140570,0.99,0,0.99,4.83,0,4.83,11.8571428571429,0,11.8571428571429
"540","Portugal",2022-07-01,18,0,420,0,18,420,10140570,1.78,0,1.78,41.42,0,41.42,13.5714285714286,0,13.5714285714286
"541","Portugal",2022-05-19,9,0,23,0,9,23,10140570,0.89,0,0.89,2.27,0,2.27,12.5714285714286,0,12.5714285714286
"542","Portugal",2022-06-28,8,0,373,0,8,373,10140570,0.79,0,0.79,36.78,0,36.78,13.8571428571429,0,13.8571428571429
"543","Portugal",2022-06-14,22,0,231,0,22,231,10140570,2.17,0,2.17,22.78,0,22.78,14.2857142857143,0,14.2857142857143
"544","Portugal",2022-05-18,11,0,14,0,11,14,10140570,1.08,0,1.08,1.38,0,1.38,22.1428571428571,0,22.1428571428571
"545","Portugal",2022-06-01,19,0,119,0,19,119,10140570,1.87,0,1.87,11.74,0,11.74,21.8571428571429,0,21.8571428571429
"546","Portugal",2022-06-07,13,0,166,0,13,166,10140570,1.28,0,1.28,16.37,0,16.37,23.1428571428571,0,23.1428571428571
"547","Portugal",2022-07-20,73,0,588,0,73,588,10140570,7.2,0,7.2,57.98,0,57.98,26.4285714285714,0,26.4285714285714
"548","Portugal",2022-06-21,7,0,304,0,7,304,10140570,0.69,0,0.69,29.98,0,29.98,27.1428571428571,0,27.1428571428571
"549","Portugal",2022-06-27,17,0,365,0,17,365,10140570,1.68,0,1.68,35.99,0,35.99,27,0,27
"550","Portugal",2022-07-27,45,0,633,0,45,633,10140570,4.44,0,4.44,62.42,0,62.42,25.7142857142857,0,25.7142857142857
"551","Portugal",2022-05-27,16,0,74,0,16,74,10140570,1.58,0,1.58,7.3,0,7.3,18,0,18
"552","Portugal",2022-06-29,18,0,391,0,18,391,10140570,1.78,0,1.78,38.56,0,38.56,18.2857142857143,0,18.2857142857143
"553","Portugal",2022-05-31,4,0,100,0,4,100,10140570,0.39,0,0.39,9.86,0,9.86,17.7142857142857,0,17.7142857142857
"554","Portugal",2022-06-02,19,0,138,0,19,138,10140570,1.87,0,1.87,13.61,0,13.61,13.1428571428571,0,13.1428571428571
"555","Portugal",2022-05-26,9,0,58,0,9,58,10140570,0.89,0,0.89,5.72,0,5.72,14.4285714285714,0,14.4285714285714
"556","Portugal",2022-06-22,13,0,317,0,13,317,10140570,1.28,0,1.28,31.26,0,31.26,17.5714285714286,0,17.5714285714286
"557","Portugal",2022-07-05,13,0,433,0,13,433,10140570,1.28,0,1.28,42.7,0,42.7,19,0,19
"558","Portugal",2022-06-08,25,0,191,0,25,191,10140570,2.47,0,2.47,18.84,0,18.84,16.7142857142857,0,16.7142857142857
"559","Portugal",2022-07-07,40,0,473,0,40,473,10140570,3.94,0,3.94,46.64,0,46.64,17,0,17
"560","Portugal",2022-05-23,14,0,37,0,14,37,10140570,1.38,0,1.38,3.65,0,3.65,21.1428571428571,0,21.1428571428571
"561","Portugal",2022-05-17,3,0,3,0,3,3,10140570,0.3,0,0.3,0.3,0,0.3,19.5714285714286,0,19.5714285714286
"562","Portugal",2022-06-23,11,0,328,0,11,328,10140570,1.08,0,1.08,32.35,0,32.35,16.7142857142857,0,16.7142857142857
"563","Portugal",2022-07-13,42,0,515,0,42,515,10140570,4.14,0,4.14,50.79,0,50.79,11.5714285714286,0,11.5714285714286
"564","Puerto Rico",2022-07-12,2,0,4,0,2,4,2829812,0.71,0,0.71,1.41,0,1.41,9.71428571428571,0,9.71428571428571
"565","Puerto Rico",2022-07-22,5,0,13,0,5,13,2829812,1.77,0,1.77,4.59,0,4.59,9.42857142857143,0,9.42857142857143
"566","Puerto Rico",2022-07-15,4,0,8,0,4,8,2829812,1.41,0,1.41,2.83,0,2.83,8,0,8
"567","Puerto Rico",2022-06-29,1,0,1,0,1,1,2829812,0.35,0,0.35,0.35,0,0.35,2.14285714285714,0,2.14285714285714
"568","Puerto Rico",2022-07-08,1,0,2,0,1,2,2829812,0.35,0,0.35,0.71,0,0.71,2,0,2
"569","Qatar",2022-07-20,1,0,1,0,1,1,2979915,0.34,0,0.34,0.34,0,0.34,1.71428571428571,0,1.71428571428571
"570","Qatar",2022-07-24,1,0,2,0,1,2,2979915,0.34,0,0.34,0.67,0,0.67,1.28571428571429,0,1.28571428571429
"571","Romania",2022-06-21,1,0,5,0,1,5,19031335,0.05,0,0.05,0.26,0,0.26,1.28571428571429,0,1.28571428571429
"572","Romania",2022-07-07,3,0,14,0,3,14,19031335,0.16,0,0.16,0.74,0,0.74,1.42857142857143,0,1.42857142857143
"573","Romania",2022-06-13,1,0,1,0,1,1,19031335,0.05,0,0.05,0.05,0,0.05,1.42857142857143,0,1.42857142857143
"574","Romania",2022-07-23,1,0,20,0,1,20,19031335,0.05,0,0.05,1.05,0,1.05,1.42857142857143,0,1.42857142857143
"575","Romania",2022-06-15,2,0,3,0,2,3,19031335,0.11,0,0.11,0.16,0,0.16,1.42857142857143,0,1.42857142857143
"576","Romania",2022-06-23,1,0,6,0,1,6,19031335,0.05,0,0.05,0.32,0,0.32,1.28571428571429,0,1.28571428571429
"577","Romania",2022-07-19,1,0,19,0,1,19,19031335,0.05,0,0.05,1,0,1,1.42857142857143,0,1.42857142857143
"578","Romania",2022-07-14,1,0,16,0,1,16,19031335,0.05,0,0.05,0.84,0,0.84,1.42857142857143,0,1.42857142857143
"579","Romania",2022-06-29,2,0,11,0,2,11,19031335,0.11,0,0.11,0.58,0,0.58,1.28571428571429,0,1.28571428571429
"580","Romania",2022-07-15,2,0,18,0,2,18,19031335,0.11,0,0.11,0.95,0,0.95,1.57142857142857,0,1.57142857142857
"581","Romania",2022-07-13,1,0,15,0,1,15,19031335,0.05,0,0.05,0.79,0,0.79,1.57142857142857,0,1.57142857142857
"582","Romania",2022-06-16,1,0,4,0,1,4,19031335,0.05,0,0.05,0.21,0,0.21,1.57142857142857,0,1.57142857142857
"583","Romania",2022-06-28,3,0,9,0,3,9,19031335,0.16,0,0.16,0.47,0,0.47,1.57142857142857,0,1.57142857142857
"584","Russia",2022-07-12,1,0,1,0,1,1,145805947,0.01,0,0.01,0.01,0,0.01,2,0,2
"585","Saudi Arabia",2022-07-14,1,0,1,0,1,1,35844909,0.03,0,0.03,0.03,0,0.03,2,0,2
"586","Saudi Arabia",2022-07-25,2,0,3,0,2,3,35844909,0.06,0,0.06,0.08,0,0.08,2.42857142857143,0,2.42857142857143
"587","Serbia",2022-07-26,5,0,10,0,5,10,8653016,0.58,0,0.58,1.16,0,1.16,2,0.285714285714286,2.28571428571429
"588","Serbia",2022-06-17,1,0,1,0,1,1,8653016,0.12,0,0.12,0.12,0,0.12,2,0.285714285714286,2.28571428571429
"589","Serbia",2022-07-21,4,0,5,0,4,5,8653016,0.46,0,0.46,0.58,0,0.58,2.14285714285714,0.285714285714286,2.42857142857143
"590","Sierra Leone",2022-06-07,0,2,0,2,2,2,8306436,0,0.24,0.24,0,0.24,0.24,2,0.285714285714286,2.28571428571429
"591","Singapore",2022-07-14,1,0,6,0,1,6,5943546,0.17,0,0.17,1.01,0,1.01,1.42857142857143,0.285714285714286,1.71428571428571
"592","Singapore",2022-07-24,2,0,8,0,2,8,5943546,0.34,0,0.34,1.35,0,1.35,1.42857142857143,0.285714285714286,1.71428571428571
