"","Country","Date_confirmation","confirmed","suspected","cumulative_confirmed","cumulative_suspected","confirmed_suspected","cumulative_confirmed_suspected","pop2022","daily_confirmed_per_1M","daily_suspected_per_1M","daily_confirmed_suspected_per_1M","cumulative_confirmed_per_1M","cumulative_suspected_per_1M","cumulative_confirmed_suspected_per_1M","daily_confirmed_07d","daily_suspected_07d","daily_confirmed_suspected_07d"
"187","Denmark",2022-06-10,2,0,4,0,2,4,5834950,0.34,0,0.34,0.69,0,0.69,1.42857142857143,0,1.42857142857143
"188","Denmark",2022-05-24,1,0,2,0,1,2,5834950,0.17,0,0.17,0.34,0,0.34,1.42857142857143,0,1.42857142857143
"189","Denmark",2022-07-21,2,0,48,0,2,48,5834950,0.34,0,0.34,8.23,0,8.23,1.57142857142857,0,1.57142857142857
"190","Denmark",2022-05-23,1,0,1,0,1,1,5834950,0.17,0,0.17,0.17,0,0.17,1.85714285714286,0,1.85714285714286
"191","Denmark",2022-07-26,1,0,60,0,1,60,5834950,0.17,0,0.17,10.28,0,10.28,3.14285714285714,0,3.14285714285714
"192","Denmark",2022-06-29,2,0,18,0,2,18,5834950,0.34,0,0.34,3.08,0,3.08,4.42857142857143,0,4.42857142857143
"193","Denmark",2022-06-16,4,0,8,0,4,8,5834950,0.69,0,0.69,1.37,0,1.37,4.28571428571429,0,4.28571428571429
"194","Denmark",2022-07-27,11,0,71,0,11,71,5834950,1.89,0,1.89,12.17,0,12.17,4.57142857142857,0,4.57142857142857
"195","Denmark",2022-07-08,10,0,28,0,10,28,5834950,1.71,0,1.71,4.8,0,4.8,5.28571428571429,0,5.28571428571429
"196","Denmark",2022-07-14,1,0,33,0,1,33,5834950,0.17,0,0.17,5.66,0,5.66,5.14285714285714,0,5.14285714285714
"197","Denmark",2022-06-27,3,0,16,0,3,16,5834950,0.51,0,0.51,2.74,0,2.74,5,0,5
"198","Denmark",2022-07-18,6,0,43,0,6,43,5834950,1.03,0,1.03,7.37,0,7.37,3.71428571428571,0,3.71428571428571
"199","Denmark",2022-06-22,1,0,13,0,1,13,5834950,0.17,0,0.17,2.23,0,2.23,3.85714285714286,0,3.85714285714286
"200","Denmark",2022-07-13,3,0,32,0,3,32,5834950,0.51,0,0.51,5.48,0,5.48,4,0,4
"201","Denmark",2022-06-21,2,0,12,0,2,12,5834950,0.34,0,0.34,2.06,0,2.06,4,0,4
"202","Denmark",2022-07-25,11,0,59,0,11,59,5834950,1.89,0,1.89,10.11,0,10.11,3.28571428571429,0,3.28571428571429
"203","Denmark",2022-06-20,2,0,10,0,2,10,5834950,0.34,0,0.34,1.71,0,1.71,3.85714285714286,0,3.85714285714286
"204","Denmark",2022-07-20,3,0,46,0,3,46,5834950,0.51,0,0.51,7.88,0,7.88,4,0,4
"205","Denmark",2022-07-11,1,0,29,0,1,29,5834950,0.17,0,0.17,4.97,0,4.97,3.85714285714286,0,3.85714285714286
"206","Denmark",2022-07-28,5,0,76,0,5,76,5834950,0.86,0,0.86,13.02,0,13.02,2.57142857142857,0,2.57142857142857
"207","Denmark",2022-07-15,4,0,37,0,4,37,5834950,0.69,0,0.69,6.34,0,6.34,2.42857142857143,0,2.42857142857143
"208","Dominican Republic",2022-07-06,1,0,1,0,1,1,11056370,0.09,0,0.09,0.09,0,0.09,2.14285714285714,0,2.14285714285714
"209","Dominican Republic",2022-07-20,2,0,3,0,2,3,11056370,0.18,0,0.18,0.27,0,0.27,2.14285714285714,0,2.14285714285714
"210","Ecuador",2022-07-23,1,0,3,0,1,3,18113361,0.06,0,0.06,0.17,0,0.17,1.57142857142857,0,1.57142857142857
"211","Ecuador",2022-07-06,1,0,1,0,1,1,18113361,0.06,0,0.06,0.06,0,0.06,1.14285714285714,0,1.14285714285714
"212","Ecuador",2022-07-19,1,0,2,0,1,2,18113361,0.06,0,0.06,0.11,0,0.11,1.28571428571429,0,1.28571428571429
"213","Estonia",2022-07-24,1,0,5,0,1,5,1321910,0.76,0,0.76,3.78,0,3.78,1.14285714285714,0,1.14285714285714
"214","Estonia",2022-06-28,1,0,1,0,1,1,1321910,0.76,0,0.76,0.76,0,0.76,1.14285714285714,0,1.14285714285714
"215","Estonia",2022-07-18,2,0,4,0,2,4,1321910,1.51,0,1.51,3.03,0,3.03,1.42857142857143,0,1.42857142857143
"216","Estonia",2022-07-12,1,0,2,0,1,2,1321910,0.76,0,0.76,1.51,0,1.51,1.85714285714286,0,1.85714285714286
"217","Finland",2022-05-27,1,0,1,0,1,1,5554960,0.18,0,0.18,0.18,0,0.18,1.85714285714286,0,1.85714285714286
"218","Finland",2022-07-11,3,0,13,0,3,13,5554960,0.54,0,0.54,2.34,0,2.34,2.57142857142857,0,2.57142857142857
"219","Finland",2022-07-26,4,0,17,0,4,17,5554960,0.72,0,0.72,3.06,0,3.06,2.42857142857143,0,2.42857142857143
"220","Finland",2022-06-17,1,0,4,0,1,4,5554960,0.18,0,0.18,0.72,0,0.72,2.42857142857143,0,2.42857142857143
"221","Finland",2022-07-04,6,0,10,0,6,10,5554960,1.08,0,1.08,1.8,0,1.8,5.85714285714286,0,5.85714285714286
"222","Finland",2022-06-09,1,0,3,0,1,3,5554960,0.18,0,0.18,0.54,0,0.54,5.57142857142857,0,5.57142857142857
"223","Finland",2022-06-02,1,0,2,0,1,2,5554960,0.18,0,0.18,0.36,0,0.36,9.85714285714286,0,9.85714285714286
"224","France",2022-06-09,25,0,91,0,25,91,65584518,0.38,0,0.38,1.39,0,1.39,10,0,10
"225","France",2022-06-25,1,0,331,0,1,331,65584518,0.02,0,0.02,5.05,0,5.05,16.7142857142857,0,16.7142857142857
"226","France",2022-06-14,34,0,125,0,34,125,65584518,0.52,0,0.52,1.91,0,1.91,54.8571428571429,0,54.8571428571429
"227","France",2022-05-23,2,0,3,0,2,3,65584518,0.03,0,0.03,0.05,0,0.05,54.8571428571429,0,54.8571428571429
"228","France",2022-06-23,53,0,330,0,53,330,65584518,0.81,0,0.81,5.03,0,5.03,52.5714285714286,0,52.5714285714286
"229","France",2022-07-26,268,0,1829,0,268,1829,65584518,4.09,0,4.09,27.89,0,27.89,54.4285714285714,0,54.4285714285714
"230","France",2022-06-04,1,0,52,0,1,52,65584518,0.02,0,0.02,0.79,0,0.79,67.8571428571429,0,67.8571428571429
"231","France",2022-05-28,9,0,16,0,9,16,65584518,0.14,0,0.14,0.24,0,0.24,81,0,81
"232","France",2022-06-07,14,0,66,0,14,66,65584518,0.21,0,0.21,1.01,0,1.01,89,0,89
"233","France",2022-07-21,128,0,1561,0,128,1561,65584518,1.95,0,1.95,23.8,0,23.8,50.8571428571429,0,50.8571428571429
"234","France",2022-06-21,94,0,277,0,94,277,65584518,1.43,0,1.43,4.22,0,4.22,125.714285714286,0,125.714285714286
"235","France",2022-06-28,109,0,440,0,109,440,65584518,1.66,0,1.66,6.71,0,6.71,126.714285714286,0,126.714285714286
"236","France",2022-05-30,1,0,17,0,1,17,65584518,0.02,0,0.02,0.26,0,0.26,133,0,133
"237","France",2022-07-19,525,0,1433,0,525,1433,65584518,8,0,8,21.85,0,21.85,126,0,126
"238","France",2022-06-01,16,0,33,0,16,33,65584518,0.24,0,0.24,0.5,0,0.5,112.857142857143,0,112.857142857143
"239","France",2022-06-16,58,0,183,0,58,183,65584518,0.88,0,0.88,2.79,0,2.79,99.8571428571429,0,99.8571428571429
"240","France",2022-07-05,79,0,577,0,79,577,65584518,1.2,0,1.2,8.8,0,8.8,120.285714285714,0,120.285714285714
"241","France",2022-05-25,2,0,7,0,2,7,65584518,0.03,0,0.03,0.11,0,0.11,45.5714285714286,0,45.5714285714286
"242","France",2022-06-03,18,0,51,0,18,51,65584518,0.27,0,0.27,0.78,0,0.78,43.4285714285714,0,43.4285714285714
"243","France",2022-07-07,144,0,721,0,144,721,65584518,2.2,0,2.2,10.99,0,10.99,43.4285714285714,0,43.4285714285714
"244","France",2022-05-24,2,0,5,0,2,5,65584518,0.03,0,0.03,0.08,0,0.08,58.8571428571429,0,58.8571428571429
"245","France",2022-05-19,1,0,1,0,1,1,65584518,0.02,0,0.02,0.02,0,0.02,58.7142857142857,0,58.7142857142857
"246","France",2022-06-30,58,0,498,0,58,498,65584518,0.88,0,0.88,7.59,0,7.59,71.7142857142857,0,71.7142857142857
"247","France",2022-07-12,187,0,908,0,187,908,65584518,2.85,0,2.85,13.84,0,13.84,51.2857142857143,0,51.2857142857143
"248","Georgia",2022-06-15,1,0,1,0,1,1,3968738,0.25,0,0.25,0.25,0,0.25,58,0,58
"249","Germany",2022-07-13,109,0,1759,0,109,1759,83883596,1.3,0,1.3,20.97,0,20.97,58.1428571428571,0,58.1428571428571
"250","Germany",2022-07-02,1,0,1033,0,1,1033,83883596,0.01,0,0.01,12.31,0,12.31,63.1428571428571,0,63.1428571428571
"251","Germany",2022-07-27,49,0,2459,0,49,2459,83883596,0.58,0,0.58,29.31,0,29.31,48.2857142857143,0,48.2857142857143
"252","Germany",2022-05-23,2,0,6,0,2,6,83883596,0.02,0,0.02,0.07,0,0.07,58.7142857142857,0,58.7142857142857
"253","Germany",2022-07-20,93,0,2100,0,93,2100,83883596,1.11,0,1.11,25.03,0,25.03,45,0,45
"254","Germany",2022-07-25,83,0,2372,0,83,2372,83883596,0.99,0,0.99,28.28,0,28.28,45.8571428571429,0,45.8571428571429
"255","Germany",2022-06-23,74,0,566,0,74,566,83883596,0.88,0,0.88,6.75,0,6.75,40.5714285714286,0,40.5714285714286
"256","Germany",2022-06-08,13,0,120,0,13,120,83883596,0.15,0,0.15,1.43,0,1.43,40.7142857142857,0,40.7142857142857
"257","Germany",2022-07-03,7,0,1040,0,7,1040,83883596,0.08,0,0.08,12.4,0,12.4,33.8571428571429,0,33.8571428571429
"258","Germany",2022-06-10,12,0,162,0,12,162,83883596,0.14,0,0.14,1.93,0,1.93,27,0,27
"259","Germany",2022-05-30,3,0,25,0,3,25,83883596,0.04,0,0.04,0.3,0,0.3,30.1428571428571,0,30.1428571428571
"260","Germany",2022-06-15,45,0,247,0,45,247,83883596,0.54,0,0.54,2.94,0,2.94,32.5714285714286,0,32.5714285714286
"261","Germany",2022-07-18,35,0,1954,0,35,1954,83883596,0.42,0,0.42,23.29,0,23.29,45.4285714285714,0,45.4285714285714
"262","Germany",2022-07-06,96,0,1308,0,96,1308,83883596,1.14,0,1.14,15.59,0,15.59,64.4285714285714,0,64.4285714285714
"263","Germany",2022-06-09,30,0,150,0,30,150,83883596,0.36,0,0.36,1.79,0,1.79,77,0,77
"264","Germany",2022-07-04,97,0,1137,0,97,1137,83883596,1.16,0,1.16,13.55,0,13.55,70.7142857142857,0,70.7142857142857
"265","Germany",2022-06-27,145,0,763,0,145,763,83883596,1.73,0,1.73,9.1,0,9.1,70.7142857142857,0,70.7142857142857
"266","Germany",2022-07-21,91,0,2191,0,91,2191,83883596,1.08,0,1.08,26.12,0,26.12,72,0,72
"267","Germany",2022-06-18,1,0,359,0,1,359,83883596,0.01,0,0.01,4.28,0,4.28,75.4285714285714,0,75.4285714285714
"268","Germany",2022-06-29,35,0,863,0,35,863,83883596,0.42,0,0.42,10.29,0,10.29,65.4285714285714,0,65.4285714285714
"269","Germany",2022-07-01,105,0,1032,0,105,1032,83883596,1.25,0,1.25,12.3,0,12.3,44.8571428571429,0,44.8571428571429
"270","Germany",2022-06-22,54,0,492,0,54,492,83883596,0.64,0,0.64,5.87,0,5.87,32,0,32
"271","Germany",2022-06-07,27,0,107,0,27,107,83883596,0.32,0,0.32,1.28,0,1.28,43.4285714285714,0,43.4285714285714
"272","Germany",2022-05-25,1,0,13,0,1,13,83883596,0.01,0,0.01,0.15,0,0.15,40.2857142857143,0,40.2857142857143
"273","Germany",2022-05-20,1,0,2,0,1,2,83883596,0.01,0,0.01,0.02,0,0.02,25.4285714285714,0,25.4285714285714
"274","Germany",2022-07-28,81,0,2540,0,81,2540,83883596,0.97,0,0.97,30.28,0,30.28,27.1428571428571,0,27.1428571428571
"275","Germany",2022-06-20,13,0,372,0,13,372,83883596,0.15,0,0.15,4.43,0,4.43,32.4285714285714,0,32.4285714285714
"276","Germany",2022-05-28,1,0,22,0,1,22,83883596,0.01,0,0.01,0.26,0,0.26,45.7142857142857,0,45.7142857142857
"277","Germany",2022-06-21,66,0,438,0,66,438,83883596,0.79,0,0.79,5.22,0,5.22,46.4285714285714,0,46.4285714285714
"278","Germany",2022-06-30,64,0,927,0,64,927,83883596,0.76,0,0.76,11.05,0,11.05,35,0,35
"279","Germany",2022-07-09,94,0,1558,0,94,1558,83883596,1.12,0,1.12,18.57,0,18.57,38.5714285714286,0,38.5714285714286
"280","Germany",2022-05-27,6,0,21,0,6,21,83883596,0.07,0,0.07,0.25,0,0.25,42.1428571428571,0,42.1428571428571
"281","Germany",2022-05-19,1,0,1,0,1,1,83883596,0.01,0,0.01,0.01,0,0.01,35,0,35
"282","Germany",2022-07-26,38,0,2410,0,38,2410,83883596,0.45,0,0.45,28.73,0,28.73,26.1428571428571,0,26.1428571428571
"283","Germany",2022-07-15,26,0,1919,0,26,1919,83883596,0.31,0,0.31,22.88,0,22.88,23.4285714285714,0,23.4285714285714
"284","Germany",2022-05-31,16,0,41,0,16,41,83883596,0.19,0,0.19,0.49,0,0.49,23.4285714285714,0,23.4285714285714
"285","Germany",2022-05-26,2,0,15,0,2,15,83883596,0.02,0,0.02,0.18,0,0.18,31,0,31
"286","Germany",2022-07-05,75,0,1212,0,75,1212,83883596,0.89,0,0.89,14.45,0,14.45,25.7142857142857,0,25.7142857142857
"287","Germany",2022-05-24,6,0,12,0,6,12,83883596,0.07,0,0.07,0.14,0,0.14,29.5714285714286,0,29.5714285714286
"288","Germany",2022-07-07,54,0,1362,0,54,1362,83883596,0.64,0,0.64,16.24,0,16.24,36.5714285714286,0,36.5714285714286
"289","Germany",2022-06-12,1,0,163,0,1,163,83883596,0.01,0,0.01,1.94,0,1.94,38.7142857142857,0,38.7142857142857
"290","Germany",2022-07-19,53,0,2007,0,53,2007,83883596,0.63,0,0.63,23.93,0,23.93,42,0,42
"291","Germany",2022-06-28,65,0,828,0,65,828,83883596,0.77,0,0.77,9.87,0,9.87,41.8571428571429,0,41.8571428571429
"292","Germany",2022-06-02,17,0,58,0,17,58,83883596,0.2,0,0.2,0.69,0,0.69,53.2857142857143,0,53.2857142857143
"293","Germany",2022-07-22,98,0,2289,0,98,2289,83883596,1.17,0,1.17,27.29,0,27.29,65.5714285714286,0,65.5714285714286
"294","Germany",2022-06-04,5,0,80,0,5,80,83883596,0.06,0,0.06,0.95,0,0.95,66.5714285714286,0,66.5714285714286
"295","Germany",2022-07-14,134,0,1893,0,134,1893,83883596,1.6,0,1.6,22.57,0,22.57,61.8571428571429,0,61.8571428571429
"296","Germany",2022-06-17,87,0,358,0,87,358,83883596,1.04,0,1.04,4.27,0,4.27,66.8571428571429,0,66.8571428571429
"297","Germany",2022-07-11,60,0,1618,0,60,1618,83883596,0.72,0,0.72,19.29,0,19.29,53.1428571428571,0,53.1428571428571
"298","Germany",2022-07-12,32,0,1650,0,32,1650,83883596,0.38,0,0.38,19.67,0,19.67,56,0,56
"299","Germany",2022-06-24,52,0,618,0,52,618,83883596,0.62,0,0.62,7.37,0,7.37,51.4285714285714,0,51.4285714285714
"300","Germany",2022-05-21,2,0,4,0,2,4,83883596,0.02,0,0.02,0.05,0,0.05,41,0,41
"301","Germany",2022-06-13,25,0,188,0,25,188,83883596,0.3,0,0.3,2.24,0,2.24,34.8571428571429,0,34.8571428571429
"302","Germany",2022-07-08,102,0,1464,0,102,1464,83883596,1.22,0,1.22,17.45,0,17.45,33.7142857142857,0,33.7142857142857
"303","Germany",2022-06-14,14,0,202,0,14,202,83883596,0.17,0,0.17,2.41,0,2.41,28.5714285714286,0,28.5714285714286
"304","Germany",2022-06-03,17,0,75,0,17,75,83883596,0.2,0,0.2,0.89,0,0.89,30.1428571428571,0,30.1428571428571
"305","Germany",2022-06-16,24,0,271,0,24,271,83883596,0.29,0,0.29,3.23,0,3.23,27.2857142857143,0,27.2857142857143
"306","Ghana",2022-07-15,16,0,34,0,16,34,32395450,0.49,0,0.49,1.05,0,1.05,13.2857142857143,0,13.2857142857143
"307","Ghana",2022-06-14,13,0,18,0,13,18,32395450,0.4,0,0.4,0.56,0,0.56,12.5714285714286,0,12.5714285714286
"308","Ghana",2022-06-08,5,0,5,0,5,5,32395450,0.15,0,0.15,0.15,0,0.15,10.2857142857143,0,10.2857142857143
"309","Greece",2022-07-07,4,0,11,0,4,11,10316637,0.39,0,0.39,1.07,0,1.07,7,0,7
"310","Greece",2022-07-26,9,0,29,0,9,29,10316637,0.87,0,0.87,2.81,0,2.81,5.14285714285714,0,5.14285714285714
"311","Greece",2022-06-22,1,0,3,0,1,3,10316637,0.1,0,0.1,0.29,0,0.29,3.57142857142857,0,3.57142857142857
"312","Greece",2022-06-08,1,0,1,0,1,1,10316637,0.1,0,0.1,0.1,0,0.1,3,0,3
"313","Greece",2022-07-28,3,0,32,0,3,32,10316637,0.29,0,0.29,3.1,0,3.1,3,0,3
"314","Greece",2022-07-14,2,0,13,0,2,13,10316637,0.19,0,0.19,1.26,0,1.26,2.71428571428571,0,2.71428571428571
"315","Greece",2022-06-15,1,0,2,0,1,2,10316637,0.1,0,0.1,0.19,0,0.19,2.71428571428571,0,2.71428571428571
"316","Greece",2022-06-30,4,0,7,0,4,7,10316637,0.39,0,0.39,0.68,0,0.68,2.57142857142857,0.142857142857143,2.71428571428571
"317","Greece",2022-07-21,7,0,20,0,7,20,10316637,0.68,0,0.68,1.94,0,1.94,2.57142857142857,0.142857142857143,2.71428571428571
"318","Guadeloupe",2022-07-25,1,0,1,0,1,1,399794,2.5,0,2.5,2.5,0,2.5,3,0.142857142857143,3.14285714285714
"319","Haiti",2022-06-02,0,1,0,1,1,1,11680283,0,0.09,0.09,0,0.09,0.09,3,0.142857142857143,3.14285714285714
"320","Hungary",2022-06-16,3,0,6,0,3,6,9606259,0.31,0,0.31,0.62,0,0.62,3.28571428571429,0.142857142857143,3.42857142857143
"321","Hungary",2022-07-08,5,0,24,0,5,24,9606259,0.52,0,0.52,2.5,0,2.5,2.71428571428571,0.142857142857143,2.85714285714286
"322","Hungary",2022-05-31,1,0,1,0,1,1,9606259,0.1,0,0.1,0.1,0,0.1,2.85714285714286,0.142857142857143,3
"323","Hungary",2022-07-15,6,0,30,0,6,30,9606259,0.62,0,0.62,3.12,0,3.12,3.85714285714286,0,3.85714285714286
"324","Hungary",2022-07-21,3,0,33,0,3,33,9606259,0.31,0,0.31,3.44,0,3.44,4.28571428571429,0,4.28571428571429
"325","Hungary",2022-06-15,2,0,3,0,2,3,9606259,0.21,0,0.21,0.31,0,0.31,4.14285714285714,0,4.14285714285714
"326","Hungary",2022-06-30,7,0,19,0,7,19,9606259,0.73,0,0.73,1.98,0,1.98,4.14285714285714,0,4.14285714285714
"327","Hungary",2022-06-24,6,0,12,0,6,12,9606259,0.62,0,0.62,1.25,0,1.25,3.71428571428571,0,3.71428571428571
"328","Hungary",2022-07-26,4,0,37,0,4,37,9606259,0.42,0,0.42,3.85,0,3.85,3.57142857142857,0,3.57142857142857
"329","Iceland",2022-06-28,1,0,4,0,1,4,345393,2.9,0,2.9,11.58,0,11.58,3.71428571428571,0,3.71428571428571
"330","Iceland",2022-07-20,3,0,9,0,3,9,345393,8.69,0,8.69,26.06,0,26.06,2.85714285714286,0,2.85714285714286
"331","Iceland",2022-07-07,2,0,6,0,2,6,345393,5.79,0,5.79,17.37,0,17.37,2.28571428571429,0,2.28571428571429
"332","Iceland",2022-06-15,3,0,3,0,3,3,345393,8.69,0,8.69,8.69,0,8.69,1.85714285714286,0,1.85714285714286
"333","India",2022-07-18,1,0,2,0,1,2,1406631776,0,0,0,0,0,0,1.71428571428571,0.428571428571429,2.14285714285714
"334","India",2022-07-25,2,0,4,0,2,4,1406631776,0,0,0,0,0,0,1.42857142857143,0.428571428571429,1.85714285714286
"335","India",2022-07-14,1,0,1,0,1,1,1406631776,0,0,0,0,0,0,1.85714285714286,0.428571428571429,2.28571428571429
"336","Iran",2022-05-27,0,3,0,3,3,3,86022837,0,0.03,0.03,0,0.03,0.03,1.71428571428571,0.428571428571429,2.14285714285714
"337","Ireland",2022-05-30,1,0,2,0,1,2,5020199,0.2,0,0.2,0.4,0,0.4,2.28571428571429,0.428571428571429,2.71428571428571
"338","Ireland",2022-07-06,5,0,44,0,5,44,5020199,1,0,1,8.76,0,8.76,2.28571428571429,0.428571428571429,2.71428571428571
"339","Ireland",2022-06-01,2,0,4,0,2,4,5020199,0.4,0,0.4,0.8,0,0.8,2.28571428571429,0.428571428571429,2.71428571428571
"340","Ireland",2022-06-15,5,0,14,0,5,14,5020199,1,0,1,2.79,0,2.79,4.42857142857143,0,4.42857142857143
"341","Ireland",2022-06-02,2,0,6,0,2,6,5020199,0.4,0,0.4,1.2,0,1.2,4.42857142857143,0,4.42857142857143
"342","Ireland",2022-05-27,1,0,1,0,1,1,5020199,0.2,0,0.2,0.2,0,0.2,5.28571428571429,0,5.28571428571429
"343","Ireland",2022-07-20,15,0,69,0,15,69,5020199,2.99,0,2.99,13.74,0,13.74,5.28571428571429,0,5.28571428571429
"344","Ireland",2022-06-07,1,0,7,0,1,7,5020199,0.2,0,0.2,1.39,0,1.39,6.85714285714286,0,6.85714285714286
"345","Ireland",2022-06-30,11,0,39,0,11,39,5020199,2.19,0,2.19,7.77,0,7.77,8,0,8
"346","Ireland",2022-06-10,2,0,9,0,2,9,5020199,0.4,0,0.4,1.79,0,1.79,9.85714285714286,0,9.85714285714286
"347","Ireland",2022-07-27,16,0,85,0,16,85,5020199,3.19,0,3.19,16.93,0,16.93,7.85714285714286,0,7.85714285714286
"348","Ireland",2022-07-13,10,0,54,0,10,54,5020199,1.99,0,1.99,10.76,0,10.76,8.57142857142857,0,8.57142857142857
"349","Ireland",2022-06-23,14,0,28,0,14,28,5020199,2.79,0,2.79,5.58,0,5.58,7.28571428571429,0,7.28571428571429
"350","Israel",2022-06-09,1,0,4,0,1,4,8922892,0.11,0,0.11,0.45,0,0.45,7.71428571428571,0,7.71428571428571
"351","Israel",2022-06-21,6,0,11,0,6,11,8922892,0.67,0,0.67,1.23,0,1.23,5.57142857142857,0,5.57142857142857
"352","Israel",2022-07-10,2,0,61,0,2,61,8922892,0.22,0,0.22,6.84,0,6.84,5,0,5
"353","Israel",2022-06-29,5,0,38,0,5,38,8922892,0.56,0,0.56,4.26,0,4.26,3.14285714285714,0,3.14285714285714
"354","Israel",2022-06-15,1,0,5,0,1,5,8922892,0.11,0,0.11,0.56,0,0.56,4.14285714285714,0,4.14285714285714
"355","Israel",2022-07-19,6,0,102,0,6,102,8922892,0.67,0,0.67,11.43,0,11.43,4,0,4
"356","Israel",2022-05-21,1,0,1,0,1,1,8922892,0.11,0,0.11,0.11,0,0.11,5,0,5
"357","Israel",2022-07-14,8,0,88,0,8,88,8922892,0.9,0,0.9,9.86,0,9.86,4.71428571428571,0,4.71428571428571
"358","Israel",2022-07-11,5,0,66,0,5,66,8922892,0.56,0,0.56,7.4,0,7.4,5.14285714285714,0,5.14285714285714
"359","Israel",2022-07-24,9,0,114,0,9,114,8922892,1.01,0,1.01,12.78,0,12.78,5.42857142857143,0,5.42857142857143
"360","Israel",2022-07-21,3,0,105,0,3,105,8922892,0.34,0,0.34,11.77,0,11.77,5.42857142857143,0,5.42857142857143
"361","Israel",2022-07-07,4,0,59,0,4,59,8922892,0.45,0,0.45,6.61,0,6.61,4.57142857142857,0,4.57142857142857
"362","Israel",2022-07-17,8,0,96,0,8,96,8922892,0.9,0,0.9,10.76,0,10.76,5.28571428571429,0,5.28571428571429
"363","Israel",2022-06-07,1,0,3,0,1,3,8922892,0.11,0,0.11,0.34,0,0.34,5,0,5
"364","Israel",2022-06-22,2,0,13,0,2,13,8922892,0.22,0,0.22,1.46,0,1.46,5.14285714285714,0,5.14285714285714
"365","Israel",2022-07-04,10,0,52,0,10,52,8922892,1.12,0,1.12,5.83,0,5.83,5.57142857142857,0,5.57142857142857
"366","Israel",2022-07-12,7,0,73,0,7,73,8922892,0.78,0,0.78,8.18,0,8.18,4.85714285714286,0,4.85714285714286
"367","Israel",2022-06-28,4,0,33,0,4,33,8922892,0.45,0,0.45,3.7,0,3.7,5.28571428571429,0,5.28571428571429
"368","Israel",2022-07-13,7,0,80,0,7,80,8922892,0.78,0,0.78,8.97,0,8.97,6.85714285714286,0,6.85714285714286
"369","Israel",2022-06-24,3,0,16,0,3,16,8922892,0.34,0,0.34,1.79,0,1.79,6.42857142857143,0,6.42857142857143
"370","Israel",2022-06-30,4,0,42,0,4,42,8922892,0.45,0,0.45,4.71,0,4.71,5.57142857142857,0,5.57142857142857
"371","Israel",2022-06-27,13,0,29,0,13,29,8922892,1.46,0,1.46,3.25,0,3.25,5.42857142857143,0,5.42857142857143
"372","Israel",2022-07-26,7,0,121,0,7,121,8922892,0.78,0,0.78,13.56,0,13.56,6.14285714285714,0,6.14285714285714
"373","Israel",2022-05-28,1,0,2,0,1,2,8922892,0.11,0,0.11,0.22,0,0.22,5.85714285714286,0,5.85714285714286
"374","Israel",2022-07-05,3,0,55,0,3,55,8922892,0.34,0,0.34,6.16,0,6.16,8.42857142857143,0,8.42857142857143
"375","Israel",2022-07-28,12,0,133,0,12,133,8922892,1.34,0,1.34,14.91,0,14.91,7.42857142857143,0,7.42857142857143
"376","Italy",2022-05-23,1,0,4,0,1,4,60262770,0.02,0,0.02,0.07,0,0.07,9.14285714285714,0,9.14285714285714
"377","Italy",2022-07-08,22,0,255,1,22,256,60262770,0.37,0,0.37,4.23,0.02,4.25,9.28571428571429,0,9.28571428571429
"378","Italy",2022-06-06,6,0,28,1,6,29,60262770,0.1,0,0.1,0.46,0.02,0.48,9,0,9
"379","Italy",2022-07-26,19,0,426,1,19,427,60262770,0.32,0,0.32,7.07,0.02,7.09,13.2857142857143,0,13.2857142857143
"380","Italy",2022-06-08,2,0,31,1,2,32,60262770,0.03,0,0.03,0.51,0.02,0.53,13.4285714285714,0,13.4285714285714
"381","Italy",2022-05-24,1,0,5,0,1,5,60262770,0.02,0,0.02,0.08,0,0.08,14.8571428571429,0,14.8571428571429
"382","Italy",2022-06-24,42,0,127,1,42,128,60262770,0.7,0,0.7,2.11,0.02,2.12,14.1428571428571,0,14.1428571428571
"383","Italy",2022-05-20,2,0,3,0,2,3,60262770,0.03,0,0.03,0.05,0,0.05,11.8571428571429,0,11.8571428571429
"384","Italy",2022-06-28,32,0,159,1,32,160,60262770,0.53,0,0.53,2.64,0.02,2.66,18.2857142857143,0,18.2857142857143
"385","Italy",2022-06-03,1,0,22,1,1,23,60262770,0.02,0,0.02,0.37,0.02,0.38,21.4285714285714,0,21.4285714285714
"386","Italy",2022-05-26,3,0,12,0,3,12,60262770,0.05,0,0.05,0.2,0,0.2,20.1428571428571,0,20.1428571428571
"387","Italy",2022-07-15,47,0,339,1,47,340,60262770,0.78,0,0.78,5.63,0.02,5.64,24.5714285714286,0,24.5714285714286
"388","Italy",2022-06-17,23,0,71,1,23,72,60262770,0.38,0,0.38,1.18,0.02,1.19,22,0,22
"389","Italy",2022-07-22,33,0,407,1,33,408,60262770,0.55,0,0.55,6.75,0.02,6.77,22,0,22
"390","Italy",2022-07-01,33,0,192,1,33,193,60262770,0.55,0,0.55,3.19,0.02,3.2,21.8571428571429,0.142857142857143,22
"391","Italy",2022-06-21,14,0,85,1,14,86,60262770,0.23,0,0.23,1.41,0.02,1.43,20.4285714285714,0.142857142857143,20.5714285714286
"392","Italy",2022-05-19,1,0,1,0,1,1,60262770,0.02,0,0.02,0.02,0,0.02,18.5714285714286,0.142857142857143,18.7142857142857
